path,folder_path,size_gb,parsed_title,parsed_year,imdb_id,title,year,imdb_rating,imdb_votes,genre,runtime,verdict,reason
\\TOWER\rootshare\Movies\Glass Onion A Knives Out Mystery (2022)\Glass Onion A Knives Out Mystery (2022) WEBDL-2160p.mkv,\\TOWER\rootshare\Movies\Glass Onion A Knives Out Mystery (2022),12.14,Glass Onion A Knives Out Mystery,2022,tt24734444,Glass Onion: A Knives Out Mystery (2022),2022,,,,,REMOVE,no rating/votes
\\TOWER\rootshare\Movies\Godzilla Minus One (2023)\Godzilla Minus One (2023) WEBDL-2160p.mkv,\\TOWER\rootshare\Movies\Godzilla Minus One (2023),4.67,Godzilla Minus One,2023,tt23289160,Godzilla Minus One,2023,7.7,200436,"Action, Adventure, Drama",124,KEEP,ok
\\TOWER\rootshare\Movies\GoldenEye (1995)\GoldenEye (1995) Bluray-720p.mkv,\\TOWER\rootshare\Movies\GoldenEye (1995),1.27,GoldenEye,1995,tt0113189,GoldenEye,1995,7.2,281321,"Action, Adventure, Thriller",130,KEEP,ok
\\TOWER\rootshare\Movies\Goldfinger (1964)\Goldfinger (1964) Bluray-1080p.mkv,\\TOWER\rootshare\Movies\Goldfinger (1964),2.8,Goldfinger,1964,tt0058150,Goldfinger,1964,7.7,213835,"Action, Adventure, Thriller",110,KEEP,ok
\\TOWER\rootshare\Movies\Good Will Hunting (1997)\Good Will Hunting (1997) Bluray-720p.mkv,\\TOWER\rootshare\Movies\Good Will Hunting (1997),2.29,Good Will Hunting,1997,tt0119217,Good Will Hunting,1997,8.3,1186230,"Drama, Romance",126,KEEP,ok
\\TOWER\rootshare\Movies\GoodFellas (1990)\GoodFellas (1990) Bluray-720p.mkv,\\TOWER\rootshare\Movies\GoodFellas (1990),7.9,GoodFellas,1990,tt0099685,Goodfellas,1990,8.7,1368490,"Biography, Crime, Drama",145,KEEP,ok
\\TOWER\rootshare\Movies\Gremlins (1984)\Gremlins (1984) Bluray-720p.mkv,\\TOWER\rootshare\Movies\Gremlins (1984),3.95,Gremlins,1984,tt0087363,Gremlins,1984,7.3,270750,"Comedy, Fantasy, Horror",106,KEEP,ok
\\TOWER\rootshare\Movies\Guardians of the Galaxy (2014)\Guardians of the Galaxy (2014) Bluray-720p.mkv,\\TOWER\rootshare\Movies\Guardians of the Galaxy (2014),5.33,Guardians of the Galaxy,2014,tt2015381,Guardians of the Galaxy,2014,8.0,1352030,"Action, Adventure, Comedy",121,KEEP,ok
\\TOWER\rootshare\Movies\Hamilton (2020)\Hamilton (2020) WEBDL-1080p Proper.mkv,\\TOWER\rootshare\Movies\Hamilton (2020),5.59,Hamilton,2020,tt8503618,Hamilton,2020,8.3,136884,"Biography, Drama, History",160,KEEP,ok
\\TOWER\rootshare\Movies\Harry Potter and the Chamber of Secrets (2002)\Harry Potter and the Chamber of Secrets (2002) Bluray-720p.mkv,\\TOWER\rootshare\Movies\Harry Potter and the Chamber of Secrets (2002),4.52,Harry Potter and the Chamber of Secrets,2002,tt0295297,Harry Potter and the Chamber of Secrets,2002,7.5,753952,"Adventure, Family, Fantasy",161,KEEP,ok
\\TOWER\rootshare\Movies\Harry Potter and the Deathly Hallows Part 1 (2010)\Harry Potter and the Deathly Hallows Part 1 (2010) Bluray-720p.mkv,\\TOWER\rootshare\Movies\Harry Potter and the Deathly Hallows Part 1 (2010),5.23,Harry Potter and the Deathly Hallows,2010,tt0926084,Harry Potter and the Deathly Hallows: Part 1,2010,7.7,659115,"Adventure, Family, Fantasy",146,KEEP,ok
\\TOWER\rootshare\Movies\Harry Potter and the Deathly Hallows Part 2 (2011)\Harry Potter and the Deathly Hallows Part 2 (2011) Bluray-720p.mkv,\\TOWER\rootshare\Movies\Harry Potter and the Deathly Hallows Part 2 (2011),4.0,Harry Potter and the Deathly Hallows,2011,tt1201607,Harry Potter and the Deathly Hallows: Part 2,2011,8.1,1035967,"Adventure, Family, Fantasy",130,KEEP,ok
\\TOWER\rootshare\Movies\Harry Potter and the Goblet of Fire (2005)\Harry Potter and the Goblet of Fire (2005) Bluray-720p.mkv,\\TOWER\rootshare\Movies\Harry Potter and the Goblet of Fire (2005),4.41,Harry Potter and the Goblet of Fire,2005,tt0330373,Harry Potter and the Goblet of Fire,2005,7.7,739101,"Adventure, Family, Fantasy",157,KEEP,ok
\\TOWER\rootshare\Movies\Harry Potter and the Half-Blood Prince (2009)\Harry Potter and the Half-Blood Prince (2009) Bluray-1080p.mkv,\\TOWER\rootshare\Movies\Harry Potter and the Half-Blood Prince (2009),11.48,Harry Potter and the Half-Blood Prince,2009,tt0417741,Harry Potter and the Half-Blood Prince,2009,7.6,653701,"Action, Adventure, Family",153,KEEP,ok
\\TOWER\rootshare\Movies\Harry Potter and the Order of the Phoenix (2007)\Harry Potter and the Order of the Phoenix (2007) Bluray-720p.mkv,\\TOWER\rootshare\Movies\Harry Potter and the Order of the Phoenix (2007),5.15,Harry Potter and the Order of the Phoenix,2007,tt0373889,Harry Potter and the Order of the Phoenix,2007,7.5,686806,"Action, Adventure, Family",138,KEEP,ok
\\TOWER\rootshare\Movies\Harry Potter and the Philosopher's Stone (2001)\Harry Potter and the Philosopher's Stone (2001) Bluray-1080p.mkv,\\TOWER\rootshare\Movies\Harry Potter and the Philosopher's Stone (2001),2.1,Harry Potter and the Philosopher's Stone,2001,,,,,,,,REMOVE,not found
\\TOWER\rootshare\Movies\Harry Potter and the Prisoner of Azkaban (2004)\Harry Potter and the Prisoner of Azkaban (2004) Bluray-720p.mkv,\\TOWER\rootshare\Movies\Harry Potter and the Prisoner of Azkaban (2004),4.66,Harry Potter and the Prisoner of Azkaban,2004,tt0304141,Harry Potter and the Prisoner of Azkaban,2004,7.9,758003,"Adventure, Family, Fantasy",142,KEEP,ok
\\TOWER\rootshare\Movies\Hot Fuzz (2007)\Hot Fuzz (2007) Bluray-720p.mkv,\\TOWER\rootshare\Movies\Hot Fuzz (2007),5.99,Hot Fuzz,2007,tt0425112,Hot Fuzz,2007,7.8,561398,"Action, Comedy, Mystery",121,KEEP,ok
\\TOWER\rootshare\Movies\How to Train Your Dragon (2010)\How to Train Your Dragon (2010) Bluray-720p.mkv,\\TOWER\rootshare\Movies\How to Train Your Dragon (2010),3.58,How to Train Your Dragon,2010,tt0892769,How to Train Your Dragon,2010,8.1,882954,"Animation, Action, Adventure",98,KEEP,ok
\\TOWER\rootshare\Movies\How to Train Your Dragon 2 (2014)\How to Train Your Dragon 2 (2014) Bluray-1080p.mkv,\\TOWER\rootshare\Movies\How to Train Your Dragon 2 (2014),5.08,How to Train Your Dragon 2,2014,tt1646971,How to Train Your Dragon 2,2014,7.8,398152,"Animation, Action, Adventure",102,KEEP,ok
\\TOWER\rootshare\Movies\How to Train Your Dragon The Hidden World (2019)\How to Train Your Dragon The Hidden World (2019) Bluray-720p.mkv,\\TOWER\rootshare\Movies\How to Train Your Dragon The Hidden World (2019),4.22,How to Train Your Dragon The Hidden World,2019,tt2386490,How to Train Your Dragon: The Hidden World,2019,7.4,175859,"Animation, Action, Adventure",104,KEEP,ok
\\TOWER\rootshare\Movies\Howl's Moving Castle (2004)\Howl's Moving Castle (2004) Bluray-1080p.mkv,\\TOWER\rootshare\Movies\Howl's Moving Castle (2004),6.57,Howl's Moving Castle,2004,tt0347149,Howl's Moving Castle,2004,8.2,504919,"Animation, Adventure, Family",119,KEEP,ok
"\\TOWER\rootshare\Movies\I, Tonya (2017)\I, Tonya (2017) Bluray-720p.mkv","\\TOWER\rootshare\Movies\I, Tonya (2017)",4.93,"I, Tonya",2017,tt5580036,"I, Tonya",2017,7.5,256041,"Biography, Comedy, Drama",119,KEEP,ok
\\TOWER\rootshare\Movies\Inception (2010)\Inception (2010) Bluray-720p.mkv,\\TOWER\rootshare\Movies\Inception (2010),4.74,Inception,2010,tt1375666,Inception,2010,8.8,2781889,"Action, Adventure, Sci-Fi",148,KEEP,ok
\\TOWER\rootshare\Movies\Indiana Jones and the Last Crusade (1989)\Indiana Jones and the Last Crusade (1989) Bluray-720p.mkv,\\TOWER\rootshare\Movies\Indiana Jones and the Last Crusade (1989),1.54,Indiana Jones and the Last Crusade,1989,tt0097576,Indiana Jones and the Last Crusade,1989,8.2,854638,"Action, Adventure, Fantasy",127,KEEP,ok
\\TOWER\rootshare\Movies\Indiana Jones and the Temple of Doom (1984)\Indiana Jones and the Temple of Doom (1984) Bluray-720p.mkv,\\TOWER\rootshare\Movies\Indiana Jones and the Temple of Doom (1984),1.76,Indiana Jones and the Temple of Doom,1984,tt0087469,Indiana Jones and the Temple of Doom,1984,7.5,563249,"Action, Adventure",118,KEEP,ok
\\TOWER\rootshare\Movies\Inglourious Basterds (2009)\Inglourious Basterds (2009) WEBDL-1080p.mkv,\\TOWER\rootshare\Movies\Inglourious Basterds (2009),6.53,Inglourious Basterds,2009,tt0361748,Inglourious Basterds,2009,8.4,1746929,"Adventure, Drama, War",153,KEEP,ok
\\TOWER\rootshare\Movies\Inside Out (2015)\Inside Out (2015) Bluray-720p.mkv,\\TOWER\rootshare\Movies\Inside Out (2015),2.58,Inside Out,2015,tt2096673,Inside Out,2015,8.1,905131,"Animation, Adventure, Comedy",95,KEEP,ok
\\TOWER\rootshare\Movies\Inside Out 2 (2024)\Inside Out 2 (2024) Bluray-720p.mkv,\\TOWER\rootshare\Movies\Inside Out 2 (2024),2.06,Inside Out 2,2024,tt22022452,Inside Out 2,2024,7.5,245290,"Animation, Adventure, Comedy",96,KEEP,ok
\\TOWER\rootshare\Movies\Interstellar (2014)\Interstellar (2014) Bluray-720p.mkv,\\TOWER\rootshare\Movies\Interstellar (2014),2.3,Interstellar,2014,tt0816692,Interstellar,2014,8.7,2472939,"Adventure, Drama, Sci-Fi",169,KEEP,ok
\\TOWER\rootshare\Movies\Iron Man (2008)\Iron Man (2008) Bluray-720p Proper.mkv,\\TOWER\rootshare\Movies\Iron Man (2008),3.21,Iron Man,2008,tt0371746,Iron Man,2008,7.9,1213667,"Action, Adventure, Sci-Fi",126,KEEP,ok
\\TOWER\rootshare\Movies\Iron Man 3 (2013)\Iron Man 3 (2013) Bluray-720p Proper.mkv,\\TOWER\rootshare\Movies\Iron Man 3 (2013),3.49,Iron Man 3,2013,tt1300854,Iron Man 3,2013,7.1,957295,"Action, Adventure, Sci-Fi",130,KEEP,ok
\\TOWER\rootshare\Movies\Jackie Brown (1997)\Jackie Brown (1997) Bluray-1080p.mkv,\\TOWER\rootshare\Movies\Jackie Brown (1997),8.9,Jackie Brown,1997,tt0119396,Jackie Brown,1997,7.5,400150,"Crime, Drama, Thriller",154,KEEP,ok
\\TOWER\rootshare\Movies\John Wick (2014)\John Wick (2014) Bluray-1080p Proper.mkv,\\TOWER\rootshare\Movies\John Wick (2014),8.66,John Wick,2014,tt2911666,John Wick,2014,7.5,812651,"Action, Crime, Thriller",101,KEEP,ok
\\TOWER\rootshare\Movies\John Wick Chapter 2 (2017)\John Wick Chapter 2 (2017) Bluray-1080p.mkv,\\TOWER\rootshare\Movies\John Wick Chapter 2 (2017),11.97,John Wick Chapter 2,2017,tt4425200,John Wick: Chapter 2,2017,7.4,564980,"Action, Crime, Thriller",122,KEEP,ok
\\TOWER\rootshare\Movies\John Wick Chapter 3 - Parabellum (2019)\John Wick Chapter 3 - Parabellum (2019) Bluray-1080p.mkv,\\TOWER\rootshare\Movies\John Wick Chapter 3 - Parabellum (2019),2.23,John Wick Chapter 3,2019,tt6146586,John Wick: Chapter 3 - Parabellum,2019,7.4,476412,"Action, Crime, Drama",130,KEEP,ok
\\TOWER\rootshare\Movies\John Wick Chapter 4 (2023)\John Wick Chapter 4 (2023) WEBDL-720p.mkv,\\TOWER\rootshare\Movies\John Wick Chapter 4 (2023),3.5,John Wick Chapter 4,2023,tt10366206,John Wick: Chapter 4,2023,7.6,405485,"Action, Crime, Thriller",169,KEEP,ok
\\TOWER\rootshare\Movies\Jurassic Park (1993)\Jurassic Park (1993) Bluray-1080p Proper.mkv,\\TOWER\rootshare\Movies\Jurassic Park (1993),6.63,Jurassic Park,1993,tt0107290,Jurassic Park,1993,8.2,1157660,"Action, Adventure, Sci-Fi",127,KEEP,ok
\\TOWER\rootshare\Movies\Jurassic World Rebirth (2025)\Jurassic World Rebirth (2025) WEBDL-1080p.mkv,\\TOWER\rootshare\Movies\Jurassic World Rebirth (2025),6.28,Jurassic World Rebirth,2025,tt31036941,Jurassic World: Rebirth,2025,5.8,176442,"Action, Adventure, Sci-Fi",133,REMOVE,rating 5.8 < 7.0
\\TOWER\rootshare\Movies\Justice League (2017)\Justice League (2017) Bluray-720p.mkv,\\TOWER\rootshare\Movies\Justice League (2017),5.59,Justice League,2017,tt0974015,Justice League,2017,6.0,500541,"Action, Adventure, Fantasy",120,REMOVE,rating 6.0 < 7.0
\\TOWER\rootshare\Movies\Justice League Crisis on Infinite Earths Part One (2024)\Justice League Crisis on Infinite Earths Part One (2024) Bluray-720p.mkv,\\TOWER\rootshare\Movies\Justice League Crisis on Infinite Earths Part One (2024),3.38,Justice League Crisis on Infinite Earths,2024,tt29195117,Justice League: Crisis on Infinite Earths - Part One,2024,6.2,9710,"Animation, Action, Adventure",93,REMOVE,rating 6.2 < 7.0
\\TOWER\rootshare\Movies\Justice League Dark (2017)\Justice League Dark (2017) Bluray-1080p.mkv,\\TOWER\rootshare\Movies\Justice League Dark (2017),0.93,Justice League Dark,2017,tt2494376,Justice League Dark,2017,7.1,22749,"Animation, Action, Adventure, Family, Fantasy, Horror, Sci-Fi",75,KEEP,ok
\\TOWER\rootshare\Movies\Justice League Doom (2012)\Justice League Doom (2012) Bluray-1080p.mkv,\\TOWER\rootshare\Movies\Justice League Doom (2012),3.85,Justice League Doom,2012,tt2027128,Justice League: Doom,2012,7.5,31806,"Animation, Action, Fantasy, Sci-Fi",75,KEEP,ok
\\TOWER\rootshare\Movies\Justice League Gods and Monsters (2015)\Justice League Gods and Monsters (2015) Bluray-1080p.mkv,\\TOWER\rootshare\Movies\Justice League Gods and Monsters (2015),3.07,Justice League Gods and Monsters,2015,tt4324302,Justice League: Gods and Monsters,2015,7.0,14262,"Animation, Action, Adventure, Fantasy, Sci-Fi",76,KEEP,ok
\\TOWER\rootshare\Movies\Justice League The Flashpoint Paradox (2013)\Justice League The Flashpoint Paradox (2013) Bluray-1080p.mkv,\\TOWER\rootshare\Movies\Justice League The Flashpoint Paradox (2013),3.54,Justice League The Flashpoint Paradox,2013,tt2820466,Justice League: The Flashpoint Paradox,2013,8.1,46318,"Animation, Action, Adventure, Fantasy, Sci-Fi",75,KEEP,ok
\\TOWER\rootshare\Movies\Justice League War (2014)\Justice League War (2014) WEBDL-720p.mkv,\\TOWER\rootshare\Movies\Justice League War (2014),0.75,Justice League War,2014,tt3060952,Justice League: War,2014,7.3,31379,"Animation, Action, Adventure, Family, Fantasy, Sci-Fi",79,KEEP,ok
\\TOWER\rootshare\Movies\Kiki's Delivery Service (1989)\Kiki's Delivery Service (1989) Bluray-720p.mkv,\\TOWER\rootshare\Movies\Kiki's Delivery Service (1989),1.49,Kiki's Delivery Service,1989,tt0097814,Kiki's Delivery Service,1989,7.8,184262,"Animation, Family, Fantasy",103,KEEP,ok
\\TOWER\rootshare\Movies\Kill Bill The Whole Bloody Affair (2011)\Kill Bill The Whole Bloody Affair (2011) WEBDL-1080p.mkv,\\TOWER\rootshare\Movies\Kill Bill The Whole Bloody Affair (2011),9.7,Kill Bill The Whole Bloody Affair,2011,,,,,,,,REMOVE,not found
\\TOWER\rootshare\Movies\Kill Bill Vol. 1 (2003)\Kill Bill Vol. 1 (2003) Bluray-720p Proper.mkv,\\TOWER\rootshare\Movies\Kill Bill Vol. 1 (2003),1.73,Kill Bill Vol 1,2003,tt0266697,Kill Bill: Vol. 1,2003,8.2,1295392,"Action, Crime, Thriller",111,KEEP,ok
\\TOWER\rootshare\Movies\Kill Bill Vol. 2 (2004)\Kill Bill Vol. 2 (2004) Bluray-720p.mkv,\\TOWER\rootshare\Movies\Kill Bill Vol. 2 (2004),2.82,Kill Bill Vol 2,2004,tt0378194,Kill Bill: Vol. 2,2004,8.0,852073,"Action, Crime, Thriller",137,KEEP,ok
\\TOWER\rootshare\Movies\Kingsman The Secret Service (2014)\Kingsman The Secret Service (2014) Bluray-720p.mkv,\\TOWER\rootshare\Movies\Kingsman The Secret Service (2014),0.73,Kingsman The Secret Service,2014,tt2802144,Kingsman: The Secret Service,2014,7.7,768055,"Action, Adventure, Comedy",129,KEEP,ok
\\TOWER\rootshare\Movies\Knives Out (2019)\Knives Out (2019) WEBDL-1080p.mkv,\\TOWER\rootshare\Movies\Knives Out (2019),7.03,Knives Out,2019,tt8946378,Knives Out,2019,7.9,869648,"Comedy, Crime, Drama",130,KEEP,ok
\\TOWER\rootshare\Movies\KPop Demon Hunters (2025)\KPop Demon Hunters (2025) WEBDL-1080p.mkv,\\TOWER\rootshare\Movies\KPop Demon Hunters (2025),2.16,KPop Demon Hunters,2025,tt14205554,KPop Demon Hunters,2025,7.5,104963,"Animation, Action, Adventure",95,KEEP,ok
\\TOWER\rootshare\Movies\Kung Fu Panda (2008)\Kung Fu Panda (2008) Bluray-720p Proper.mkv,\\TOWER\rootshare\Movies\Kung Fu Panda (2008),0.58,Kung Fu Panda,2008,tt0441773,Kung Fu Panda,2008,7.6,571657,"Animation, Action, Adventure",92,KEEP,ok
\\TOWER\rootshare\Movies\La La Land (2016)\La La Land (2016) Bluray-720p.mkv,\\TOWER\rootshare\Movies\La La Land (2016),2.22,La La Land,2016,tt3783958,La La Land,2016,8.0,745935,"Comedy, Drama, Music",128,KEEP,ok
\\TOWER\rootshare\Movies\Lady and the Tramp (1955)\Lady and the Tramp (1955) Bluray-720p.mkv,\\TOWER\rootshare\Movies\Lady and the Tramp (1955),2.04,Lady and the Tramp,1955,tt0048280,Lady and the Tramp,1955,7.3,158334,"Animation, Adventure, Comedy",76,KEEP,ok
\\TOWER\rootshare\Movies\Last Night in Soho (2021)\Last Night in Soho (2021) Bluray-720p.mkv,\\TOWER\rootshare\Movies\Last Night in Soho (2021),3.95,Last Night in Soho,2021,tt9639470,Last Night in Soho,2021,7.0,195155,"Drama, Horror, Mystery",116,KEEP,ok
\\TOWER\rootshare\Movies\Life Is Beautiful (1997)\Life Is Beautiful (1997) Bluray-720p.mkv,\\TOWER\rootshare\Movies\Life Is Beautiful (1997),2.94,Life Is Beautiful,1997,tt0118799,Life Is Beautiful,1997,8.6,802324,"Comedy, Drama, Romance",116,KEEP,ok
\\TOWER\rootshare\Movies\Lolita (1962)\Lolita (1962) Bluray-720p.mkv,\\TOWER\rootshare\Movies\Lolita (1962),3.02,Lolita,1962,tt0056193,Lolita,1962,7.5,114737,"Crime, Drama, Romance",153,KEEP,ok
\\TOWER\rootshare\Movies\Léon The Professional (1994)\Léon The Professional (1994) Bluray-1080p Proper.mkv,\\TOWER\rootshare\Movies\Léon The Professional (1994),12.34,Léon The Professional,1994,tt0110413,Léon: The Professional,1994,8.5,1340323,"Action, Crime, Drama",110,KEEP,ok
\\TOWER\rootshare\Movies\Magic Mike (2012)\Magic Mike (2012) Bluray-720p.mkv,\\TOWER\rootshare\Movies\Magic Mike (2012),3.69,Magic Mike,2012,tt1915581,Magic Mike,2012,6.1,151819,"Comedy, Drama, Music",110,REMOVE,rating 6.1 < 7.0
\\TOWER\rootshare\Movies\Mary Poppins (1964)\Mary Poppins (1964) Bluray-720p.mkv,\\TOWER\rootshare\Movies\Mary Poppins (1964),5.53,Mary Poppins,1964,tt0058331,Mary Poppins,1964,7.8,197040,"Comedy, Family, Fantasy",139,KEEP,ok
\\TOWER\rootshare\Movies\Memento (2000)\Memento (2000) WEBDL-720p.mkv,\\TOWER\rootshare\Movies\Memento (2000),0.69,Memento,2000,tt0209144,Memento,2000,8.4,1408703,"Drama, Mystery, Thriller",113,KEEP,ok
\\TOWER\rootshare\Movies\Men in Black (1997)\Men in Black (1997) Bluray-1080p.mkv,\\TOWER\rootshare\Movies\Men in Black (1997),5.29,Men in Black,1997,tt0119654,Men in Black,1997,7.3,658335,"Action, Adventure, Comedy",98,KEEP,ok
\\TOWER\rootshare\Movies\Minority Report (2002)\Minority Report (2002) Bluray-720p.mkv,\\TOWER\rootshare\Movies\Minority Report (2002),7.19,Minority Report,2002,tt0181689,Minority Report,2002,7.6,614691,"Action, Crime, Mystery",145,KEEP,ok
\\TOWER\rootshare\Movies\Mission Impossible (1996)\Mission Impossible (1996) WEBDL-1080p.mkv,\\TOWER\rootshare\Movies\Mission Impossible (1996),1.71,Mission Impossible,1996,tt0117060,Mission: Impossible,1996,7.2,512528,"Action, Adventure, Thriller",110,KEEP,ok
\\TOWER\rootshare\Movies\Mission Impossible - Dead Reckoning Part One (2023)\Mission Impossible - Dead Reckoning Part One (2023) Bluray-1080p.mkv,\\TOWER\rootshare\Movies\Mission Impossible - Dead Reckoning Part One (2023),6.52,Mission Impossible,2023,tt9603212,Mission: Impossible - Dead Reckoning Part One,2023,7.6,322034,"Action, Adventure, Thriller",163,KEEP,ok
\\TOWER\rootshare\Movies\Mission Impossible - Dead Reckoning Part Two (2024)\Mission Impossible - The Final Reckoning (2025) WEBDL-720p.mkv,\\TOWER\rootshare\Movies\Mission Impossible - Dead Reckoning Part Two (2024),3.93,Mission Impossible,2024,tt32589718,Lakeside's Mission: Impossible,2024,,,"Action, Adventure, Thriller",,REMOVE,no rating/votes
\\TOWER\rootshare\Movies\Mission Impossible - Fallout (2018)\Mission Impossible - Fallout (2018) Bluray-720p.mkv,\\TOWER\rootshare\Movies\Mission Impossible - Fallout (2018),4.69,Mission Impossible,2018,tt4912910,Mission: Impossible - Fallout,2018,7.7,416423,"Action, Adventure, Thriller",147,KEEP,ok
\\TOWER\rootshare\Movies\Mission Impossible - Ghost Protocol (2011)\Mission Impossible - Ghost Protocol (2011) Bluray-720p.mkv,\\TOWER\rootshare\Movies\Mission Impossible - Ghost Protocol (2011),2.08,Mission Impossible,2011,tt1229238,Mission: Impossible - Ghost Protocol,2011,7.4,563098,"Action, Adventure, Thriller",132,KEEP,ok
\\TOWER\rootshare\Movies\Mission Impossible - Rogue Nation (2015)\Mission Impossible - Rogue Nation (2015) Bluray-720p.mkv,\\TOWER\rootshare\Movies\Mission Impossible - Rogue Nation (2015),4.54,Mission Impossible,2015,tt2381249,Mission: Impossible - Rogue Nation,2015,7.4,443421,"Action, Adventure, Thriller",131,KEEP,ok
\\TOWER\rootshare\Movies\Moana (2016)\Moana (2016) Bluray-720p.mkv,\\TOWER\rootshare\Movies\Moana (2016),4.42,Moana,2016,tt3521164,Moana,2016,7.6,432781,"Animation, Adventure, Comedy",107,KEEP,ok
\\TOWER\rootshare\Movies\Moneyball (2011)\Moneyball (2011) Bluray-1080p.mkv,\\TOWER\rootshare\Movies\Moneyball (2011),2.0,Moneyball,2011,tt1210166,Moneyball,2011,7.6,501703,"Biography, Drama, Sport",133,KEEP,ok
\\TOWER\rootshare\Movies\Mulan (1998)\Mulan (1998) Bluray-1080p.mkv,\\TOWER\rootshare\Movies\Mulan (1998),3.54,Mulan,1998,tt0120762,Mulan,1998,7.7,336334,"Animation, Adventure, Comedy",87,KEEP,ok
\\TOWER\rootshare\Movies\My Fair Lady (1964)\My Fair Lady (1964) Bluray-720p.mkv,\\TOWER\rootshare\Movies\My Fair Lady (1964),5.46,My Fair Lady,1964,tt0058385,My Fair Lady,1964,7.7,105962,"Drama, Family, Musical",170,KEEP,ok
\\TOWER\rootshare\Movies\My Neighbour Totoro (1988)\My Neighbor Totoro (1988) WEBDL-1080p.mkv,\\TOWER\rootshare\Movies\My Neighbour Totoro (1988),6.55,My Neighbour Totoro,1988,,,,,,,,REMOVE,not found
\\TOWER\rootshare\Movies\Nausicaä of the Valley of the Wind (1984)\Nausicaä of the Valley of the Wind (1984) Bluray-720p.mkv,\\TOWER\rootshare\Movies\Nausicaä of the Valley of the Wind (1984),2.32,Nausicaä of the Valley of the Wind,1984,tt0087544,Nausicaä of the Valley of the Wind,1984,8.0,195095,"Animation, Adventure, Sci-Fi",117,KEEP,ok
\\TOWER\rootshare\Movies\No Time to Die (2021)\No Time to Die (2021) WEBDL-1080p.mkv,\\TOWER\rootshare\Movies\No Time to Die (2021),7.79,No Time to Die,2021,tt2382320,No Time to Die,2021,7.3,481524,"Action, Adventure, Thriller",163,KEEP,ok
\\TOWER\rootshare\Movies\North by Northwest (1959)\North by Northwest (1959) Bluray-720p.mkv,\\TOWER\rootshare\Movies\North by Northwest (1959),1.87,North by Northwest,1959,tt0053125,North by Northwest,1959,8.3,365925,"Adventure, Drama, Mystery",136,KEEP,ok
"\\TOWER\rootshare\Movies\O Brother, Where Art Thou! (2000)\O Brother, Where Art Thou! (2000) Bluray-720p.mkv","\\TOWER\rootshare\Movies\O Brother, Where Art Thou! (2000)",4.66,"O Brother, Where Art Thou!",2000,tt0190590,"O Brother, Where Art Thou?",2000,7.7,347212,"Adventure, Comedy, Crime",107,KEEP,ok
\\TOWER\rootshare\Movies\Ocean's Eleven (2001)\Ocean's Eleven (2001) Bluray-720p.mkv,\\TOWER\rootshare\Movies\Ocean's Eleven (2001),5.01,Ocean's Eleven,2001,tt0240772,Ocean's Eleven,2001,7.7,664238,"Crime, Thriller",116,KEEP,ok
\\TOWER\rootshare\Movies\Office Space (1999)\Office Space (1999) Bluray-1080p.mkv,\\TOWER\rootshare\Movies\Office Space (1999),4.52,Office Space,1999,tt0151804,Office Space,1999,7.6,304367,Comedy,89,KEEP,ok
\\TOWER\rootshare\Movies\Once Upon a Time in America (1984)\Once Upon a Time in America (1984) Bluray-1080p.mkv,\\TOWER\rootshare\Movies\Once Upon a Time in America (1984),15.99,Once Upon a Time in America,1984,tt0087843,Once Upon a Time in America,1984,8.3,405689,"Crime, Drama",229,KEEP,ok
\\TOWER\rootshare\Movies\Once Upon a Time… in Hollywood (2019)\Once Upon a Time. in Hollywood (2019) Bluray-1080p Proper.mkv,\\TOWER\rootshare\Movies\Once Upon a Time… in Hollywood (2019),2.51,Once Upon a Time… in Hollywood,2019,,,,,,,,REMOVE,not found
\\TOWER\rootshare\Movies\One Flew Over the Cuckoo's Nest (1975)\One Flew Over the Cuckoo's Nest (1975) Bluray-1080p.mkv,\\TOWER\rootshare\Movies\One Flew Over the Cuckoo's Nest (1975),7.04,One Flew Over the Cuckoo's Nest,1975,tt0073486,One Flew Over the Cuckoo's Nest,1975,8.6,1145484,Drama,133,KEEP,ok
\\TOWER\rootshare\Movies\One Hundred and One Dalmatians (1961)\One Hundred and One Dalmatians (1961) Bluray-1080p.mkv,\\TOWER\rootshare\Movies\One Hundred and One Dalmatians (1961),3.53,One Hundred and One Dalmatians,1961,tt0055254,One Hundred and One Dalmatians,1961,7.3,192784,"Animation, Adventure, Comedy",79,KEEP,ok
\\TOWER\rootshare\Movies\Only Lovers Left Alive (2013)\Only Lovers Left Alive (2013) Bluray-1080p.mkv,\\TOWER\rootshare\Movies\Only Lovers Left Alive (2013),5.14,Only Lovers Left Alive,2013,tt1714915,Only Lovers Left Alive,2013,7.2,114359,"Comedy, Drama, Fantasy",123,KEEP,ok
\\TOWER\rootshare\Movies\Paddington (2014)\Paddington (2014) Bluray-1080p.mkv,\\TOWER\rootshare\Movies\Paddington (2014),5.62,Paddington,2014,tt1109624,Paddington,2014,7.3,151982,"Adventure, Comedy, Family",95,KEEP,ok
\\TOWER\rootshare\Movies\Paddington 2 (2017)\Paddington 2 (2017) Bluray-1080p.mkv,\\TOWER\rootshare\Movies\Paddington 2 (2017),3.26,Paddington 2,2017,tt4468740,Paddington 2,2017,7.8,111600,"Adventure, Comedy, Family",103,KEEP,ok
